Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary,salary_min,salary_max,salary_avg,salary_type,salary_standardized,state,standardized_title,education_level,experience_level,job_level
"Research Scientist, AI & Machine Learning (PhD)",Oracle,"Burlington, MA","Computer science, Oracle, Computer Science, PyTorch, Research, Java, Analysis skills, Machine learning, AI, Multithreading, Machine learning frameworks, Communication skills, Python, Debugging","Doctoral degree, Doctor of Philosophy",,Senior level,,,,,unknown,,MA,Research Scientist,4,,3
Advanced AI Research Scientist Manager,Accenture,"Mountain View, CA","TensorFlow, Statistics, Computer science, Law, Computer Science, PyTorch, C++, Machine learning, Deep learning, Business requirements, Machine learning libraries, AI, Python, Generative AI","Doctoral degree, Bachelor's degree, Doctor of Philosophy",5 years,Senior level,,,,,unknown,,CA,Research Scientist,4,2,3
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,"Oxnard, CA","Calculus, English, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",,Entry level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,CA,Research Assistant,4,,1
"Research Engineer, Robot Character",1X Technologies AS,"Palo Alto, CA",,,,,"$130,000 - $250,000 a year",130000.0,250000.0,190000.0,yearly,190000.0,CA,Other Engineering,,,
Senior Computer Vision Engineer,Verus Research,United States,"TensorFlow, Signal processing, PyTorch, Computer vision, Algorithms, C++, Machine learning, Object detection, Deep learning, Electrical Engineering, Communication skills, Python",Master's degree,5 years,Senior level,"$130,000 - $180,000 a year",130000.0,180000.0,155000.0,yearly,155000.0,United States,Other Engineering,3,2,3
"Research Scientist, Google Research",Google,"New York, NY","Computer science, Data mining, Computer Science, Data structures, R, Research, Java, C++, JavaScript, Natural language processing, Python","Doctoral degree, Doctor of Philosophy",1 year,Senior level,,,,,unknown,,NY,Research Scientist,4,1,3
"Software Engineer, Systems Research, PhD, Early Career",Google,"Sunnyvale, CA","Computer science, Go, Computer Science, System design, Research, Java, C++, C, Machine learning, JavaScript, Distributed systems, Computer Engineering, Python","Doctoral degree, Doctor of Philosophy",,Senior level,,,,,unknown,,CA,Software Engineer,4,,3
Staff AI/ML Research Engineer,P-1 AI,"San Francisco, CA",,,,,"$200,000 a year",200000.0,200000.0,200000.0,yearly,200000.0,CA,Other Engineering,,,
"LLM Research Engineer, Model Optimization and Algorithms Development",Apple,"Seattle, WA","AI models, Rust, Go, Management, Law, Objective-C, Quantization, Java, C++, C, Machine learning, Computer networking, Swift, AI, Communication skills, Python, Generative AI, Debugging","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Senior level,"$135,400 - $250,600 a year",135400.0,250600.0,193000.0,yearly,193000.0,WA,Other Engineering,4,2,3
"Senior Engineer - Generative AI , Python - Research & Development - Technology Community Office",Amex,"Palo Alto, CA","Computer science, Computer Science, Encryption, Software development, AI, Python, Generative AI, SDLC",Bachelor's degree,7 years,Senior level,"$110,000 - $190,000 a year",110000.0,190000.0,150000.0,yearly,150000.0,CA,Other Engineering,2,3,3
Research Scientist-Computational and Applied Mathematics,SRI International,"Menlo Park, CA","MATLAB, R, Mathematics, Secret Clearance, Algorithms, C++, C, Physics, Quantum engineering, AI, Communication skills, Python","Doctoral degree, Doctor of Philosophy",,Senior level,"$109,590 - $163,015 a year",109590.0,163015.0,136302.5,yearly,136302.5,CA,Research Scientist,4,,3
Computer Vision/Machine Learning Algorithm Engineer,Apple,"Sunnyvale, CA","TensorFlow, PyTorch, Computer vision, Machine learning, Organizational skills, Machine learning frameworks, Communication skills, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Data Scientist,4,2,2
Research Engineer,Adobe,"San Francisco, CA","Computer Science, Signal processing, Software deployment, Audio and Video Processing, Adobe Premiere, Model training, AI, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",,Mid-level,"$182,900 - $334,500 a year",182900.0,334500.0,258700.0,yearly,258700.0,CA,Other Engineering,4,,2
"Research Scientist, Responsible AI",TikTok,"San Jose, CA","Computer Science, C++, Machine learning, Software development, AI, Leadership, Communication skills, Python",Bachelor's degree,1 year,Mid-level,"$126,000 - $221,760 a year",126000.0,221760.0,173880.0,yearly,173880.0,CA,Research Scientist,2,1,2
AI Researcher,CardinalTalent,Remote,"TensorFlow, Reinforcement learning, PyTorch, Software deployment, Research, C++, Machine learning, Distributed systems, Distributed computing, AI, Python",,,Senior level,"Up to $1,000,000 a year",1000000.0,1000000.0,1000000.0,yearly,1000000.0,Remote,Researcher,,,3
AI Perception Algorithm Engineer/Scientist,Black Sesame Technologies Inc,"San Jose, CA","Mandarin, Computer Science, Computer vision, English, Research, C++, Machine learning, Deep learning, Training & development, Chinese, AI, Research & development, Python","Doctoral degree, Master's degree, Doctor of Philosophy",1 year,Mid-level,"$130,000 - $400,000 a year",130000.0,400000.0,265000.0,yearly,265000.0,CA,Scientist,4,1,2
Computer Vision Scientist (multiple levels/openings),percipient.ai,"Santa Clara, CA","Computer Science, Computer vision, C++, Machine learning, Object detection, Computer networking, Software development, AI, Python","Doctoral degree, Doctor of Philosophy",5 years,Senior level,"$155,000 - $300,000 a year",155000.0,300000.0,227500.0,yearly,227500.0,CA,Scientist,4,2,3
R&D AI Engineer - Computer Vision & Surgical Robotics,Philips,"Cambridge, MA","Computer science, Computer Science, Computer vision, Surgery, Analysis skills, C++, Product development, Machine learning, Product management, AI, Robotics, Communication skills, Python, FDA regulations, Time management","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"$126,000 - $201,000 a year",126000.0,201000.0,163500.0,yearly,163500.0,MA,Other Engineering,4,2,2
"Research Engineer, Applied AI",Aleph,Remote,"Data structures, NetSuite, Algorithms, B2B, SaaS, AI, TypeScript, Communication skills, Python, Analytics",,,Senior level,"$147,000 - $245,000 a year",147000.0,245000.0,196000.0,yearly,196000.0,Remote,Other Engineering,,,3
"Senior Applied Scientist, NeuroSymbolic","Amazon Web Services, Inc.","Boston, MA",,,,Senior level,,,,,unknown,,MA,Scientist,,,3
Software Engineer - Computer Vision,Verkada,"San Mateo, CA","TensorFlow, Computer science, Computer Science, Data structures, Research, C++, Software development, Agile, Keras, Caffe",Bachelor's degree,2 years,Mid-level,"$130,000 - $300,000 a year",130000.0,300000.0,215000.0,yearly,215000.0,CA,Software Engineer,2,1,2
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"From $96,000 a year",96000.0,96000.0,96000.0,yearly,96000.0,CA,Other Engineering,4,,3
Research Engineer - Machine Learning for Behavioral AI,Oculus,"Redmond, WA","Computer science, Computer Science, Signal processing, PyTorch, Computer vision, R, Research, C++, Machine learning, Deep learning, Computer Engineering, OpenCV, Software development, Unity, AI, Machine learning frameworks, Python","Doctoral degree, Bachelor's degree, Doctor of Philosophy",2 years,Senior level,$70.67 an hour,70.67,70.67,70.67,hourly,146993.6,WA,Data Scientist,4,1,3
Perception Engineer – ML/CV and Algorithms,WeRide.ai,"San Jose, CA","Management, Data analysis skills, Algorithms, C++, Machine learning, Multithreading, Communication skills",,,Senior level,"$130,000 - $182,000 a year",130000.0,182000.0,156000.0,yearly,156000.0,CA,Other Engineering,,,3
R&D Engineer II - Deep Learning Physics,Ansys,"Apex, NC","Scikit-learn, TensorFlow, Computer science, PyTorch, Computer vision, Engineering, C++, Geometry, Deep learning, Software development, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",,Senior level,,,,,unknown,,NC,Other Engineering,4,,3
3D Computer Vision Researcher,Kitware,"Clifton Park, NY","Computer Science, Calibration, TS/SCI, Algorithms, C++, Geometry, Algorithm design, Software development, AI, Python","Doctoral degree, Doctor of Philosophy",,Senior level,"$125,000 - $170,000 a year",125000.0,170000.0,147500.0,yearly,147500.0,NY,Researcher,4,,3
"AI Researcher, 2025 Graduate U.S.",Atlassian,"San Francisco, CA","Computer Science, PyTorch, NumPy, Research, Pandas, Machine learning, Deep learning, Matplotlib, Natural language processing, Agile, AI, Python","Doctoral degree, Bachelor's degree, Doctor of Philosophy",,Entry level,"$143,900 - $231,100 a year",143900.0,231100.0,187500.0,yearly,187500.0,CA,Researcher,4,,1
Research Assistant,Oakland University,"Rochester, MI","Computer Science, IT, Cybersecurity","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Mid-level,$25 an hour,25.0,25.0,25.0,hourly,52000.0,MI,Research Assistant,4,1,2
Applied Generative AI Scientist,Signify,"Burlington, NC","Computer Science, Applied Mathematics, Algorithms, Machine learning, Deep learning, AI, Communication skills, Python, Generative AI","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Senior level,"$116,700 - $171,160 a year",116700.0,171160.0,143930.0,yearly,143930.0,NC,Scientist,4,1,3
AI Robotics Research Engineer,Nimble Robotics,"San Francisco, CA","Computer science, System architecture, Deep learning, AI, Robotics","Master's degree, Master of Science",,Senior level,"$160,000 - $220,000 a year",160000.0,220000.0,190000.0,yearly,190000.0,CA,Other Engineering,3,,3
"Early Career Computer Science - Astrodynamics / Algorithm Development, Onsite",Sandia National Laboratories,"Albuquerque, NM","MATLAB, Computer Science, Data analysis skills, Git, Windows, DoD experience, Java, Algorithms, Analysis skills, C++, Q Clearance, Machine learning, Software development, Linux, TS/SCI with Polygraph, Communication skills, Python","High school diploma or GED, Bachelor's degree, Associate's degree",4 years,Entry level,"$99,400 - $193,600 a year",99400.0,193600.0,146500.0,yearly,146500.0,NM,Other,2,2,1
Data Science Research and Development Engineer,Penn State University,"University Park, PA","MATLAB, TS/SCI, R, Git, DoD experience, Java, Algorithms, Analysis skills, C++, Machine learning, Physics, Leadership, Communication skills, Python","Master's degree, Bachelor's degree",11+ years,Senior level,"$123,200 - $219,600 a year",123200.0,219600.0,171400.0,yearly,171400.0,PA,Data Scientist,3,4,3
PhD - Research Assistant - Computer Science,The University of Texas Rio Grande Valley,"Edinburg, TX",,"Doctoral degree, Doctor of Philosophy",,Mid-level,,,,,unknown,,TX,Research Assistant,4,,2
Research Scientist Graduate (Monetization GenAI - Multimodality) - 2025 Start (PhD),TikTok,"San Jose, CA","Computer Science, Research, Machine learning, Organizational skills, AI","Doctoral degree, Doctor of Philosophy",,Entry level,"$145,000 - $250,000 a year",145000.0,250000.0,197500.0,yearly,197500.0,CA,Research Scientist,4,,1
"MTS, Applied Scientist",Delphina,"San Francisco, CA","Law, Spark, Snowflake, Pandas, Jupyter, Machine learning, Data management, Feature extraction, Manufacturing, AI",,,Senior level,,,,,unknown,,CA,Scientist,,,3
3D Perception/Computer Vision Algorithm Engineer,Apple,"Sunnyvale, CA","Computer vision, C++, C, Machine learning, Software development, Robotics","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Other Engineering,4,2,2
Cryptanalytic Computer Scientist,GliaCell Technologies,"Annapolis Junction, MD","Microsoft Excel, Full-stack development, DevOps, C++, Machine learning, Software development, Agile, AI, Communication skills, Python",,5 years,Senior level,"$115,000 - $190,000 a year",115000.0,190000.0,152500.0,yearly,152500.0,MD,Computer Scientist,,2,3
"Research Scientist, Generative AI - Seattle",TikTok,"Seattle, WA","2D animation, Computer vision, Research, C++, C, AI, Python, Editing",,3 years,Mid-level,"$194,000 - $410,000 a year",194000.0,410000.0,302000.0,yearly,302000.0,WA,Research Scientist,,2,2
Research Assistant for AI/ML (Assistant Scientist),University of Rochester,"Rochester, NY","Astrophysics, Machine learning, Physics, AI","Doctoral degree, Doctor of Philosophy",,Entry level,"$82,500 - $110,000 a year",82500.0,110000.0,96250.0,yearly,96250.0,NY,Scientist,4,,1
Research Scientist in Generative AI Graduate (Intelligent Creation) - 2025 Start (PhD),TikTok,"Seattle, WA","C++, Content creation, Machine learning, AI, Python","Doctoral degree, Doctor of Philosophy",,Entry level,"$129,960 - $194,750 a year",129960.0,194750.0,162355.0,yearly,162355.0,WA,Research Scientist,4,,1
"Research Scientist, Intelligent Editing (Multimodality)",TikTok,"San Jose, CA","Computer vision, Research, C++, Content creation, C, Machine learning, AI, Python, Editing",,1 year,Mid-level,"$145,000 - $355,000 a year",145000.0,355000.0,250000.0,yearly,250000.0,CA,Research Scientist,,1,2
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,Remote,"Calculus, English, Algebra, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Research Assistant,4,,2
Research Security Analyst,Stony Brook University,"Stony Brook, NY",,,,,"$90,000 - $100,000 a year",90000.0,100000.0,95000.0,yearly,95000.0,NY,Other,,,
"Applied Scientist, Learned Systems Group","Amazon Web Services, Inc.","Santa Clara, CA","Statistics, UNIX, Java, AWS, C++, Machine learning, Distributed systems, Software development, S3, Linux, Redshift, AI, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"$136,000 - $223,400 a year",136000.0,223400.0,179700.0,yearly,179700.0,CA,Scientist,4,2,2
"Senior Applied Scientist, NeuroSymbolic","Amazon Web Services, Inc.","Boston, MA","Scikit-learn, TensorFlow, Internet of things, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, SciPy, S3, AI, Communication skills, Python, Hadoop","Doctoral degree, Doctor of Philosophy",5 years,Senior level,,,,,unknown,,MA,Scientist,4,2,3
Research Scientist Graduate (Compute Platform - Database Acceleration)- 2025 Start (PhD),TikTok,"San Jose, CA","Computer science, Cloud infrastructure, Rust, Computer Science, Spark, Research, Databases, C++, Data management, Software development, Open source contribution","Doctoral degree, Doctor of Philosophy",,Entry level,"$144,000 - $168,000 a year",144000.0,168000.0,156000.0,yearly,156000.0,CA,Research Scientist,4,,1
Applied AI Scientist,ZS,"Bellevue, WA","Social listening, Data mining, Big data, Machine learning, Text mining, Regression analysis, AI, Communication skills, Python, Analytics","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",,Senior level,,,,,unknown,,WA,Scientist,4,,3
"Senior Applied Scientist, PlaTo","Amazon Web Services, Inc.","Seattle, WA","Scikit-learn, TensorFlow, Data mining, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, Deep learning, SciPy, Natural language processing, AI, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",4 years,Senior level,"From $150,400 a year",150400.0,150400.0,150400.0,yearly,150400.0,WA,Scientist,4,2,3
